kegg_pathway	entrezgene	kegg_pathway_definition
01230	b3281	Biosynthesis of amino acids
01230	b3359	Biosynthesis of amino acids
01230	b3386	Biosynthesis of amino acids
01230	b3389	Biosynthesis of amino acids
01230	b3390	Biosynthesis of amino acids
01230	b3433	Biosynthesis of amino acids
01230	b3607	Biosynthesis of amino acids
01230	b3612	Biosynthesis of amino acids
01230	b3670	Biosynthesis of amino acids
01230	b3671	Biosynthesis of amino acids
01230	b3744	Biosynthesis of amino acids
01230	b3769	Biosynthesis of amino acids
01230	b3770	Biosynthesis of amino acids
01230	b3771	Biosynthesis of amino acids
01230	b3772	Biosynthesis of amino acids
01230	b3774	Biosynthesis of amino acids
01230	b3809	Biosynthesis of amino acids
01230	b3829	Biosynthesis of amino acids
01230	b3870	Biosynthesis of amino acids
01230	b3916	Biosynthesis of amino acids
01230	b3919	Biosynthesis of amino acids
01230	b3939	Biosynthesis of amino acids
01230	b3940	Biosynthesis of amino acids
01230	b3957	Biosynthesis of amino acids
01230	b3958	Biosynthesis of amino acids
01230	b3959	Biosynthesis of amino acids
01230	b3960	Biosynthesis of amino acids
01230	b4013	Biosynthesis of amino acids
01230	b4019	Biosynthesis of amino acids
01230	b4024	Biosynthesis of amino acids
01230	b4054	Biosynthesis of amino acids
01230	b4090	Biosynthesis of amino acids
01230	b4254	Biosynthesis of amino acids
01230	b4298	Biosynthesis of amino acids
01230	b4388	Biosynthesis of amino acids
01230	b4395	Biosynthesis of amino acids
01230	b4471	Biosynthesis of amino acids
01501	b0084	beta-Lactam resistance
01501	b0433	beta-Lactam resistance
01501	b0462	beta-Lactam resistance
01501	b0463	beta-Lactam resistance
01501	b0635	beta-Lactam resistance
01501	b0929	beta-Lactam resistance
01501	b1107	beta-Lactam resistance
01501	b1243	beta-Lactam resistance
01501	b1244	beta-Lactam resistance
01501	b1245	beta-Lactam resistance
01501	b1246	beta-Lactam resistance
01501	b1247	beta-Lactam resistance
01501	b1329	beta-Lactam resistance
01501	b2215	beta-Lactam resistance
01501	b3035	beta-Lactam resistance
01501	b3396	beta-Lactam resistance
01501	b4150	beta-Lactam resistance
01502	b0086	Vancomycin resistance
01502	b0087	Vancomycin resistance
01502	b0090	Vancomycin resistance
01502	b0092	Vancomycin resistance
01502	b0381	Vancomycin resistance
01502	b1190	Vancomycin resistance
01502	b1488	Vancomycin resistance
01502	b4053	Vancomycin resistance
01503	b0161	Cationic antimicrobial peptide (CAMP) resistance
01503	b0181	Cationic antimicrobial peptide (CAMP) resistance
01503	b0192	Cationic antimicrobial peptide (CAMP) resistance
01503	b0462	Cationic antimicrobial peptide (CAMP) resistance
01503	b0463	Cationic antimicrobial peptide (CAMP) resistance
01503	b0622	Cationic antimicrobial peptide (CAMP) resistance
01503	b1113	Cationic antimicrobial peptide (CAMP) resistance
01503	b1129	Cationic antimicrobial peptide (CAMP) resistance
01503	b1130	Cationic antimicrobial peptide (CAMP) resistance
01503	b1290	Cationic antimicrobial peptide (CAMP) resistance
01503	b1291	Cationic antimicrobial peptide (CAMP) resistance
01503	b1292	Cationic antimicrobial peptide (CAMP) resistance
01503	b1293	Cationic antimicrobial peptide (CAMP) resistance
01503	b1294	Cationic antimicrobial peptide (CAMP) resistance
01503	b1531	Cationic antimicrobial peptide (CAMP) resistance
01503	b2253	Cationic antimicrobial peptide (CAMP) resistance
01503	b2254	Cationic antimicrobial peptide (CAMP) resistance
01503	b2255	Cationic antimicrobial peptide (CAMP) resistance
01503	b2256	Cationic antimicrobial peptide (CAMP) resistance
01503	b2257	Cationic antimicrobial peptide (CAMP) resistance
01503	b2258	Cationic antimicrobial peptide (CAMP) resistance
01503	b2259	Cationic antimicrobial peptide (CAMP) resistance
01503	b2435	Cationic antimicrobial peptide (CAMP) resistance
01503	b2817	Cationic antimicrobial peptide (CAMP) resistance
01503	b3035	Cationic antimicrobial peptide (CAMP) resistance
01503	b3363	Cationic antimicrobial peptide (CAMP) resistance
01503	b3546	Cationic antimicrobial peptide (CAMP) resistance
01503	b3860	Cationic antimicrobial peptide (CAMP) resistance
01503	b3911	Cationic antimicrobial peptide (CAMP) resistance
01503	b3912	Cationic antimicrobial peptide (CAMP) resistance
01503	b4112	Cationic antimicrobial peptide (CAMP) resistance
01503	b4113	Cationic antimicrobial peptide (CAMP) resistance
01503	b4114	Cationic antimicrobial peptide (CAMP) resistance
01503	b4169	Cationic antimicrobial peptide (CAMP) resistance
01503	b4544	Cationic antimicrobial peptide (CAMP) resistance
01503	b4698	Cationic antimicrobial peptide (CAMP) resistance
02010	b0066	ABC transporters
02010	b0067	ABC transporters
02010	b0068	ABC transporters
02010	b0151	ABC transporters
02010	b0152	ABC transporters
02010	b0153	ABC transporters
02010	b0158	ABC transporters
02010	b0197	ABC transporters
02010	b0198	ABC transporters
02010	b0199	ABC transporters
02010	b0262	ABC transporters
02010	b0365	ABC transporters
02010	b0366	ABC transporters
02010	b0367	ABC transporters
02010	b0448	ABC transporters
02010	b0449	ABC transporters
02010	b0588	ABC transporters
02010	b0589	ABC transporters
02010	b0590	ABC transporters
02010	b0592	ABC transporters
02010	b0652	ABC transporters
02010	b0653	ABC transporters
02010	b0654	ABC transporters
02010	b0655	ABC transporters
02010	b0760	ABC transporters
02010	b0763	ABC transporters
02010	b0764	ABC transporters
02010	b0765	ABC transporters
02010	b0809	ABC transporters
02010	b0810	ABC transporters
02010	b0811	ABC transporters
02010	b0829	ABC transporters
02010	b0830	ABC transporters
02010	b0831	ABC transporters
02010	b0832	ABC transporters
02010	b0854	ABC transporters
02010	b0855	ABC transporters
02010	b0856	ABC transporters
02010	b0857	ABC transporters
02010	b0860	ABC transporters
02010	b0861	ABC transporters
02010	b0862	ABC transporters
02010	b0863	ABC transporters
02010	b0864	ABC transporters
02010	b0879	ABC transporters
02010	b0886	ABC transporters
02010	b0887	ABC transporters
02010	b0914	ABC transporters
02010	b0933	ABC transporters
02010	b0934	ABC transporters
02010	b0936	ABC transporters
02010	b1116	ABC transporters
02010	b1117	ABC transporters
02010	b1118	ABC transporters
02010	b1123	ABC transporters
02010	b1124	ABC transporters
02010	b1125	ABC transporters
02010	b1126	ABC transporters
02010	b1243	ABC transporters
02010	b1244	ABC transporters
02010	b1245	ABC transporters
02010	b1246	ABC transporters
02010	b1247	ABC transporters
02010	b1290	ABC transporters
02010	b1291	ABC transporters
02010	b1292	ABC transporters
02010	b1293	ABC transporters
02010	b1294	ABC transporters
02010	b1329	ABC transporters
02010	b1496	ABC transporters
02010	b1513	ABC transporters
02010	b1514	ABC transporters
02010	b1515	ABC transporters
02010	b1516	ABC transporters
02010	b1709	ABC transporters
02010	b1711	ABC transporters
02010	b1857	ABC transporters
02010	b1858	ABC transporters
02010	b1859	ABC transporters
02010	b1900	ABC transporters
02010	b1901	ABC transporters
02010	b1917	ABC transporters
02010	b1918	ABC transporters
02010	b1920	ABC transporters
02010	b2128	ABC transporters
02010	b2129	ABC transporters
02010	b2130	ABC transporters
02010	b2131	ABC transporters
02010	b2148	ABC transporters
02010	b2149	ABC transporters
02010	b2150	ABC transporters
02010	b2177	ABC transporters
02010	b2178	ABC transporters
02010	b2179	ABC transporters
02010	b2180	ABC transporters
02010	b2198	ABC transporters
02010	b2199	ABC transporters
02010	b2200	ABC transporters
02010	b2201	ABC transporters
02010	b2211	ABC transporters
02010	b2306	ABC transporters
02010	b2307	ABC transporters
02010	b2308	ABC transporters
02010	b2309	ABC transporters
02010	b2310	ABC transporters
02010	b2422	ABC transporters
02010	b2423	ABC transporters
02010	b2424	ABC transporters
02010	b2425	ABC transporters
02010	b2677	ABC transporters
02010	b2678	ABC transporters
02010	b2679	ABC transporters
02010	b3191	ABC transporters
02010	b3192	ABC transporters
02010	b3193	ABC transporters
02010	b3194	ABC transporters
02010	b3195	ABC transporters
02010	b3201	ABC transporters
02010	b3269	ABC transporters
02010	b3270	ABC transporters
02010	b3271	ABC transporters
02010	b3450	ABC transporters
02010	b3451	ABC transporters
02010	b3452	ABC transporters
02010	b3453	ABC transporters
02010	b3454	ABC transporters
02010	b3455	ABC transporters
02010	b3456	ABC transporters
02010	b3457	ABC transporters
02010	b3458	ABC transporters
02010	b3460	ABC transporters
02010	b3462	ABC transporters
02010	b3463	ABC transporters
02010	b3476	ABC transporters
02010	b3477	ABC transporters
02010	b3478	ABC transporters
02010	b3479	ABC transporters
02010	b3480	ABC transporters
02010	b3540	ABC transporters
02010	b3541	ABC transporters
02010	b3542	ABC transporters
02010	b3543	ABC transporters
02010	b3544	ABC transporters
02010	b3566	ABC transporters
02010	b3567	ABC transporters
02010	b3568	ABC transporters
02010	b3661	ABC transporters
02010	b3725	ABC transporters
02010	b3726	ABC transporters
02010	b3727	ABC transporters
02010	b3728	ABC transporters
02010	b3748	ABC transporters
02010	b3749	ABC transporters
02010	b3750	ABC transporters
02010	b3751	ABC transporters
02010	b3917	ABC transporters
02010	b4032	ABC transporters
02010	b4033	ABC transporters
02010	b4034	ABC transporters
02010	b4035	ABC transporters
02010	b4086	ABC transporters
02010	b4087	ABC transporters
02010	b4088	ABC transporters
02010	b4105	ABC transporters
02010	b4106	ABC transporters
02010	b4261	ABC transporters
02010	b4262	ABC transporters
02010	b4287	ABC transporters
02010	b4288	ABC transporters
02010	b4289	ABC transporters
02010	b4290	ABC transporters
02010	b4460	ABC transporters
02020	b0161	Two-component system
02020	b0167	Two-component system
02020	b0196	Two-component system
02020	b0383	Two-component system
02020	b0399	Two-component system
02020	b0400	Two-component system
02020	b0535	Two-component system
02020	b0564	Two-component system
02020	b0570	Two-component system
02020	b0571	Two-component system
02020	b0572	Two-component system
02020	b0573	Two-component system
02020	b0574	Two-component system
02020	b0575	Two-component system
02020	b0584	Two-component system
02020	b0612	Two-component system
02020	b0613	Two-component system
02020	b0614	Two-component system
02020	b0615	Two-component system
02020	b0616	Two-component system
02020	b0617	Two-component system
02020	b0618	Two-component system
02020	b0619	Two-component system
02020	b0620	Two-component system
02020	b0652	Two-component system
02020	b0653	Two-component system
02020	b0654	Two-component system
02020	b0655	Two-component system
02020	b0694	Two-component system
02020	b0695	Two-component system
02020	b0696	Two-component system
02020	b0697	Two-component system
02020	b0698	Two-component system
02020	b0733	Two-component system
02020	b0734	Two-component system
02020	b0929	Two-component system
02020	b0974	Two-component system
02020	b0978	Two-component system
02020	b0979	Two-component system
02020	b0993	Two-component system
02020	b0995	Two-component system
02020	b0996	Two-component system
02020	b0997	Two-component system
02020	b0998	Two-component system
02020	b1071	Two-component system
02020	b1129	Two-component system
02020	b1130	Two-component system
02020	b1221	Two-component system
02020	b1222	Two-component system
02020	b1224	Two-component system
02020	b1225	Two-component system
02020	b1226	Two-component system
02020	b1227	Two-component system
02020	b1421	Two-component system
02020	b1465	Two-component system
02020	b1466	Two-component system
02020	b1467	Two-component system
02020	b1468	Two-component system
02020	b1474	Two-component system
02020	b1475	Two-component system
02020	b1476	Two-component system
02020	b1479	Two-component system
02020	b1488	Two-component system
02020	b1608	Two-component system
02020	b1609	Two-component system
02020	b1882	Two-component system
02020	b1883	Two-component system
02020	b1884	Two-component system
02020	b1885	Two-component system
02020	b1886	Two-component system
02020	b1887	Two-component system
02020	b1888	Two-component system
02020	b1890	Two-component system
02020	b1891	Two-component system
02020	b1892	Two-component system
02020	b1914	Two-component system
02020	b1916	Two-component system
02020	b1922	Two-component system
02020	b1923	Two-component system
02020	b1951	Two-component system
02020	b2074	Two-component system
02020	b2075	Two-component system
02020	b2076	Two-component system
02020	b2077	Two-component system
02020	b2078	Two-component system
02020	b2079	Two-component system
02020	b2193	Two-component system
02020	b2215	Two-component system
02020	b2216	Two-component system
02020	b2217	Two-component system
02020	b2218	Two-component system
02020	b2219	Two-component system
02020	b2220	Two-component system
02020	b2221	Two-component system
02020	b2222	Two-component system
02020	b2223	Two-component system
02020	b2224	Two-component system
02020	b2253	Two-component system
02020	b2367	Two-component system
02020	b2368	Two-component system
02020	b2369	Two-component system
02020	b2370	Two-component system
02020	b2469	Two-component system
02020	b2470	Two-component system
02020	b2553	Two-component system
02020	b2554	Two-component system
02020	b2556	Two-component system
02020	b2696	Two-component system
02020	b2786	Two-component system
02020	b2844	Two-component system
02020	b3025	Two-component system
02020	b3026	Two-component system
02020	b3035	Two-component system
02020	b3072	Two-component system
02020	b3202	Two-component system
02020	b3210	Two-component system
02020	b3357	Two-component system
02020	b3404	Two-component system
02020	b3405	Two-component system
02020	b3528	Two-component system
02020	b3666	Two-component system
02020	b3667	Two-component system
02020	b3668	Two-component system
02020	b3669	Two-component system
02020	b3702	Two-component system
02020	b3728	Two-component system
02020	b3868	Two-component system
02020	b3869	Two-component system
02020	b3870	Two-component system
02020	b3911	Two-component system
02020	b3912	Two-component system
02020	b4002	Two-component system
02020	b4003	Two-component system
02020	b4004	Two-component system
02020	b4112	Two-component system
02020	b4113	Two-component system
02020	b4123	Two-component system
02020	b4124	Two-component system
02020	b4125	Two-component system
02020	b4150	Two-component system
02020	b4151	Two-component system
02020	b4152	Two-component system
02020	b4153	Two-component system
02020	b4154	Two-component system
02020	b4355	Two-component system
02020	b4398	Two-component system
02020	b4399	Two-component system
02020	b4401	Two-component system
02020	b4441	Two-component system
02020	b4513	Two-component system
02024	b0098	Quorum sensing
02024	b0176	Quorum sensing
02024	b0407	Quorum sensing
02024	b0414	Quorum sensing
02024	b0694	Quorum sensing
02024	b0754	Quorum sensing
02024	b1243	Quorum sensing
02024	b1244	Quorum sensing
02024	b1245	Quorum sensing
02024	b1246	Quorum sensing
02024	b1247	Quorum sensing
02024	b1264	Quorum sensing
02024	b1277	Quorum sensing
02024	b1285	Quorum sensing
02024	b1329	Quorum sensing
02024	b1440	Quorum sensing
02024	b1441	Quorum sensing
02024	b1442	Quorum sensing
02024	b1443	Quorum sensing
02024	b1447	Quorum sensing
02024	b1483	Quorum sensing
02024	b1484	Quorum sensing
02024	b1485	Quorum sensing
02024	b1486	Quorum sensing
02024	b1487	Quorum sensing
02024	b1492	Quorum sensing
02024	b1493	Quorum sensing
02024	b1511	Quorum sensing
02024	b1512	Quorum sensing
02024	b1513	Quorum sensing
02024	b1514	Quorum sensing
02024	b1515	Quorum sensing
02024	b1516	Quorum sensing
02024	b1517	Quorum sensing
02024	b1518	Quorum sensing
02024	b1704	Quorum sensing
02024	b1805	Quorum sensing
02024	b1891	Quorum sensing
02024	b1892	Quorum sensing
02024	b1916	Quorum sensing
02024	b1951	Quorum sensing
02024	b2554	Quorum sensing
02024	b2556	Quorum sensing
02024	b2568	Quorum sensing
02024	b2601	Quorum sensing
02024	b2610	Quorum sensing
02024	b2687	Quorum sensing
02024	b3020	Quorum sensing
02024	b3025	Quorum sensing
02024	b3026	Quorum sensing
02024	b3175	Quorum sensing
02024	b3300	Quorum sensing
02024	b3357	Quorum sensing
02024	b3454	Quorum sensing
02024	b3455	Quorum sensing
02024	b3456	Quorum sensing
02024	b3457	Quorum sensing
02024	b3458	Quorum sensing
02024	b3460	Quorum sensing
02024	b3464	Quorum sensing
02024	b3517	Quorum sensing
02024	b3609	Quorum sensing
02024	b3705	Quorum sensing
02024	b3981	Quorum sensing
02024	b4046	Quorum sensing
02024	b4172	Quorum sensing
02026	b0145	Biofilm formation
02026	b0385	Biofilm formation
02026	b0983	Biofilm formation
02026	b1021	Biofilm formation
02026	b1022	Biofilm formation
02026	b1023	Biofilm formation
02026	b1024	Biofilm formation
02026	b1040	Biofilm formation
02026	b1041	Biofilm formation
02026	b1042	Biofilm formation
02026	b1043	Biofilm formation
02026	b1071	Biofilm formation
02026	b1194	Biofilm formation
02026	b1285	Biofilm formation
02026	b1341	Biofilm formation
02026	b1512	Biofilm formation
02026	b1815	Biofilm formation
02026	b1891	Biofilm formation
02026	b1892	Biofilm formation
02026	b1914	Biofilm formation
02026	b1916	Biofilm formation
02026	b1921	Biofilm formation
02026	b1922	Biofilm formation
02026	b1951	Biofilm formation
02026	b1954	Biofilm formation
02026	b1956	Biofilm formation
02026	b2000	Biofilm formation
02026	b2062	Biofilm formation
02026	b2067	Biofilm formation
02026	b2127	Biofilm formation
02026	b2216	Biofilm formation
02026	b2217	Biofilm formation
02026	b2218	Biofilm formation
02026	b2417	Biofilm formation
02026	b2479	Biofilm formation
02026	b2687	Biofilm formation
02026	b2696	Biofilm formation
02026	b2741	Biofilm formation
02026	b2786	Biofilm formation
02026	b2808	Biofilm formation
02026	b3210	Biofilm formation
02026	b3357	Biofilm formation
02026	b3404	Biofilm formation
02026	b3405	Biofilm formation
02026	b3417	Biofilm formation
02026	b3428	Biofilm formation
02026	b3429	Biofilm formation
02026	b3430	Biofilm formation
02026	b3525	Biofilm formation
02026	b3533	Biofilm formation
02026	b3806	Biofilm formation
02026	b3961	Biofilm formation
02026	b4401	Biofilm formation
02026	b4408	Biofilm formation
02026	b4426	Biofilm formation
02026	b4431	Biofilm formation
02026	b4443	Biofilm formation
02026	b4444	Biofilm formation
02026	b4445	Biofilm formation
02026	b4450	Biofilm formation
02026	b4457	Biofilm formation
02026	b4458	Biofilm formation
02026	b4597	Biofilm formation
02030	b1421	Bacterial chemotaxis
02030	b1881	Bacterial chemotaxis
02030	b1882	Bacterial chemotaxis
02030	b1883	Bacterial chemotaxis
02030	b1884	Bacterial chemotaxis
02030	b1885	Bacterial chemotaxis
02030	b1886	Bacterial chemotaxis
02030	b1887	Bacterial chemotaxis
02030	b1888	Bacterial chemotaxis
02030	b1889	Bacterial chemotaxis
02030	b1890	Bacterial chemotaxis
02030	b1939	Bacterial chemotaxis
02030	b1945	Bacterial chemotaxis
02030	b1946	Bacterial chemotaxis
02030	b2150	Bacterial chemotaxis
02030	b3072	Bacterial chemotaxis
02030	b3544	Bacterial chemotaxis
02030	b3751	Bacterial chemotaxis
02030	b4034	Bacterial chemotaxis
02030	b4355	Bacterial chemotaxis
02040	b1070	Flagellar assembly
02040	b1071	Flagellar assembly
02040	b1072	Flagellar assembly
02040	b1073	Flagellar assembly
02040	b1074	Flagellar assembly
02040	b1075	Flagellar assembly
02040	b1076	Flagellar assembly
02040	b1077	Flagellar assembly
02040	b1078	Flagellar assembly
02040	b1079	Flagellar assembly
02040	b1080	Flagellar assembly
02040	b1082	Flagellar assembly
02040	b1083	Flagellar assembly
02040	b1879	Flagellar assembly
02040	b1880	Flagellar assembly
02040	b1889	Flagellar assembly
02040	b1890	Flagellar assembly
02040	b1891	Flagellar assembly
02040	b1892	Flagellar assembly
02040	b1922	Flagellar assembly
02040	b1923	Flagellar assembly
02040	b1924	Flagellar assembly
02040	b1925	Flagellar assembly
02040	b1926	Flagellar assembly
02040	b1937	Flagellar assembly
02040	b1938	Flagellar assembly
02040	b1939	Flagellar assembly
02040	b1940	Flagellar assembly
02040	b1941	Flagellar assembly
02040	b1942	Flagellar assembly
02040	b1943	Flagellar assembly
02040	b1945	Flagellar assembly
02040	b1946	Flagellar assembly
02040	b1947	Flagellar assembly
02040	b1948	Flagellar assembly
02040	b1949	Flagellar assembly
02040	b1950	Flagellar assembly
02060	b0679	Phosphotransferase system (PTS)
02060	b0731	Phosphotransferase system (PTS)
02060	b1101	Phosphotransferase system (PTS)
02060	b1621	Phosphotransferase system (PTS)
02060	b1736	Phosphotransferase system (PTS)
02060	b1737	Phosphotransferase system (PTS)
02060	b1738	Phosphotransferase system (PTS)
02060	b1817	Phosphotransferase system (PTS)
02060	b1818	Phosphotransferase system (PTS)
02060	b1819	Phosphotransferase system (PTS)
02060	b2093	Phosphotransferase system (PTS)
02060	b2094	Phosphotransferase system (PTS)
02060	b2167	Phosphotransferase system (PTS)
02060	b2169	Phosphotransferase system (PTS)
02060	b2383	Phosphotransferase system (PTS)
02060	b2415	Phosphotransferase system (PTS)
02060	b2416	Phosphotransferase system (PTS)
02060	b2417	Phosphotransferase system (PTS)
02060	b2429	Phosphotransferase system (PTS)
02060	b2702	Phosphotransferase system (PTS)
02060	b2703	Phosphotransferase system (PTS)
02060	b2704	Phosphotransferase system (PTS)
02060	b2715	Phosphotransferase system (PTS)
02060	b2829	Phosphotransferase system (PTS)
02060	b2933	Phosphotransferase system (PTS)
02060	b2934	Phosphotransferase system (PTS)
02060	b3133	Phosphotransferase system (PTS)
02060	b3138	Phosphotransferase system (PTS)
02060	b3139	Phosphotransferase system (PTS)
02060	b3140	Phosphotransferase system (PTS)
02060	b3204	Phosphotransferase system (PTS)
02060	b3206	Phosphotransferase system (PTS)
02060	b3599	Phosphotransferase system (PTS)
02060	b3722	Phosphotransferase system (PTS)
02060	b3947	Phosphotransferase system (PTS)
02060	b4193	Phosphotransferase system (PTS)
02060	b4194	Phosphotransferase system (PTS)
02060	b4195	Phosphotransferase system (PTS)
02060	b4240	Phosphotransferase system (PTS)
02060	b4302	Phosphotransferase system (PTS)
02060	b4304	Phosphotransferase system (PTS)
02060	b4565	Phosphotransferase system (PTS)
03010	b0023	Ribosome
03010	b0169	Ribosome
03010	b0201	Ribosome
03010	b0204	Ribosome
03010	b0205	Ribosome
03010	b0296	Ribosome
03010	b0911	Ribosome
03010	b1089	Ribosome
03010	b1716	Ribosome
03010	b1717	Ribosome
03010	b2185	Ribosome
03010	b2588	Ribosome
03010	b2589	Ribosome
03010	b2591	Ribosome
03010	b2606	Ribosome
03010	b2609	Ribosome
03010	b3065	Ribosome
03010	b3165	Ribosome
03010	b3185	Ribosome
03010	b3186	Ribosome
03010	b3230	Ribosome
03010	b3231	Ribosome
03010	b3272	Ribosome
03010	b3274	Ribosome
03010	b3275	Ribosome
03010	b3278	Ribosome
03010	b3294	Ribosome
03010	b3296	Ribosome
03010	b3297	Ribosome
03010	b3298	Ribosome
03010	b3299	Ribosome
03010	b3301	Ribosome
03010	b3302	Ribosome
03010	b3303	Ribosome
03010	b3304	Ribosome
03010	b3305	Ribosome
03010	b3306	Ribosome
03010	b3307	Ribosome
03010	b3308	Ribosome
03010	b3309	Ribosome
03010	b3310	Ribosome
03010	b3311	Ribosome
03010	b3312	Ribosome
03010	b3313	Ribosome
03010	b3314	Ribosome
03010	b3315	Ribosome
03010	b3316	Ribosome
03010	b3317	Ribosome
03010	b3318	Ribosome
03010	b3319	Ribosome
03010	b3320	Ribosome
03010	b3321	Ribosome
03010	b3341	Ribosome
03010	b3342	Ribosome
03010	b3636	Ribosome
03010	b3637	Ribosome
03010	b3703	Ribosome
03010	b3756	Ribosome
03010	b3758	Ribosome
03010	b3759	Ribosome
03010	b3851	Ribosome
03010	b3854	Ribosome
03010	b3855	Ribosome
03010	b3936	Ribosome
03010	b3968	Ribosome
03010	b3970	Ribosome
03010	b3971	Ribosome
03010	b3983	Ribosome
03010	b3984	Ribosome
03010	b3985	Ribosome
03010	b3986	Ribosome
03010	b4007	Ribosome
03010	b4009	Ribosome
03010	b4010	Ribosome
03010	b4200	Ribosome
03010	b4202	Ribosome
03010	b4203	Ribosome
03010	b4506	Ribosome
03018	b0014	RNA degradation
03018	b0143	RNA degradation
03018	b0797	RNA degradation
03018	b1084	RNA degradation
03018	b2501	RNA degradation
03018	b2779	RNA degradation
03018	b2830	RNA degradation
03018	b3162	RNA degradation
03018	b3164	RNA degradation
03018	b3780	RNA degradation
03018	b3783	RNA degradation
03018	b3822	RNA degradation
03018	b3916	RNA degradation
03018	b4143	RNA degradation
03018	b4172	RNA degradation
03018	b4179	RNA degradation
03020	b3295	RNA polymerase
03020	b3649	RNA polymerase
03020	b3987	RNA polymerase
03020	b3988	RNA polymerase
03030	b0183	DNA replication
03030	b0184	DNA replication
03030	b0214	DNA replication
03030	b0215	DNA replication
03030	b0470	DNA replication
03030	b0640	DNA replication
03030	b1099	DNA replication
03030	b1842	DNA replication
03030	b2411	DNA replication
03030	b3066	DNA replication
03030	b3647	DNA replication
03030	b3701	DNA replication
03030	b3863	DNA replication
03030	b4052	DNA replication
03030	b4059	DNA replication
03030	b4259	DNA replication
03030	b4372	DNA replication
03060	b0027	Protein export
03060	b0097	Protein export
03060	b0098	Protein export
03060	b0407	Protein export
03060	b0408	Protein export
03060	b0409	Protein export
03060	b0455	Protein export
03060	b0627	Protein export
03060	b2568	Protein export
03060	b2610	Protein export
03060	b3175	Protein export
03060	b3300	Protein export
03060	b3464	Protein export
03060	b3609	Protein export
03060	b3705	Protein export
03060	b3836	Protein export
03060	b3838	Protein export
03060	b3839	Protein export
03060	b3981	Protein export
03070	b0097	Bacterial secretion system
03070	b0098	Bacterial secretion system
03070	b0407	Bacterial secretion system
03070	b0408	Bacterial secretion system
03070	b0409	Bacterial secretion system
03070	b0627	Bacterial secretion system
03070	b2610	Bacterial secretion system
03070	b2968	Bacterial secretion system
03070	b3035	Bacterial secretion system
03070	b3175	Bacterial secretion system
03070	b3300	Bacterial secretion system
03070	b3324	Bacterial secretion system
03070	b3325	Bacterial secretion system
03070	b3326	Bacterial secretion system
03070	b3327	Bacterial secretion system
03070	b3328	Bacterial secretion system
03070	b3329	Bacterial secretion system
03070	b3330	Bacterial secretion system
03070	b3331	Bacterial secretion system
03070	b3332	Bacterial secretion system
03070	b3333	Bacterial secretion system
03070	b3334	Bacterial secretion system
03070	b3335	Bacterial secretion system
03070	b3464	Bacterial secretion system
03070	b3609	Bacterial secretion system
03070	b3705	Bacterial secretion system
03070	b3836	Bacterial secretion system
03070	b3838	Bacterial secretion system
03070	b3839	Bacterial secretion system
03070	b3981	Bacterial secretion system
03410	b0714	Base excision repair
03410	b1633	Base excision repair
03410	b1749	Base excision repair
03410	b2068	Base excision repair
03410	b2159	Base excision repair
03410	b2411	Base excision repair
03410	b2580	Base excision repair
03410	b2892	Base excision repair
03410	b2961	Base excision repair
03410	b3068	Base excision repair
03410	b3549	Base excision repair
03410	b3635	Base excision repair
03410	b3647	Base excision repair
03410	b3863	Base excision repair
03420	b0779	Nucleotide excision repair
03420	b1114	Nucleotide excision repair
03420	b1913	Nucleotide excision repair
03420	b2411	Nucleotide excision repair
03420	b3647	Nucleotide excision repair
03420	b3813	Nucleotide excision repair
03420	b3863	Nucleotide excision repair
03420	b4058	Nucleotide excision repair
03430	b0184	Mismatch repair
03430	b0215	Mismatch repair
03430	b0422	Mismatch repair
03430	b0470	Mismatch repair
03430	b0640	Mismatch repair
03430	b1099	Mismatch repair
03430	b1842	Mismatch repair
03430	b1844	Mismatch repair
03430	b2011	Mismatch repair
03430	b2411	Mismatch repair
03430	b2509	Mismatch repair
03430	b2733	Mismatch repair
03430	b2831	Mismatch repair
03430	b2892	Mismatch repair
03430	b3387	Mismatch repair
03430	b3647	Mismatch repair
03430	b3701	Mismatch repair
03430	b3813	Mismatch repair
03430	b4059	Mismatch repair
03430	b4170	Mismatch repair
03430	b4259	Mismatch repair
03430	b4372	Mismatch repair
03440	b0184	Homologous recombination
03440	b0215	Homologous recombination
03440	b0467	Homologous recombination
03440	b0470	Homologous recombination
03440	b0472	Homologous recombination
03440	b0640	Homologous recombination
03440	b1099	Homologous recombination
03440	b1842	Homologous recombination
03440	b1860	Homologous recombination
03440	b1861	Homologous recombination
03440	b1863	Homologous recombination
03440	b2565	Homologous recombination
03440	b2699	Homologous recombination
03440	b2819	Homologous recombination
03440	b2820	Homologous recombination
03440	b2822	Homologous recombination
03440	b2892	Homologous recombination
03440	b3652	Homologous recombination
03440	b3700	Homologous recombination
03440	b3701	Homologous recombination
03440	b3863	Homologous recombination
03440	b3935	Homologous recombination
03440	b4059	Homologous recombination
03440	b4201	Homologous recombination
03440	b4259	Homologous recombination
03440	b4362	Homologous recombination
03440	b4372	Homologous recombination
04122	b0009	Sulfur relay system
04122	b0423	Sulfur relay system
04122	b0781	Sulfur relay system
04122	b0783	Sulfur relay system
04122	b0784	Sulfur relay system
04122	b0785	Sulfur relay system
04122	b0826	Sulfur relay system
04122	b0969	Sulfur relay system
04122	b1133	Sulfur relay system
04122	b1757	Sulfur relay system
04122	b2521	Sulfur relay system
04122	b2530	Sulfur relay system
